survey_record_id,sentence_id,sentence_group_id,created_at,label,words,factual
cd0bc7394bd8486c825c452de1640d06,8802ce835c5e4e35a0ba5092648ad875,58,2020-07-22 19:57:01,Biased,pointless,Expresses writer’s opinion
cd0bc7394bd8486c825c452de1640d06,8bb41bea4f224ade844c11b3f4b42930,58,2020-07-22 19:57:24,Non-biased,crackdown,Entirely factual
cd0bc7394bd8486c825c452de1640d06,92870ef51937403facc4f320ebdf6a0a,58,2020-07-22 19:57:53,Non-biased,"skirt,complicated ,evade",Entirely factual
cd0bc7394bd8486c825c452de1640d06,a726b93457cf48b78e8b360ae6439db1,58,2020-07-22 19:58:09,Non-biased,bloodying,Entirely factual
cd0bc7394bd8486c825c452de1640d06,ba00969b8d304ffb809a5873b98c6c6b,58,2020-07-22 19:58:31,Non-biased,"complained,complained",Entirely factual
cd0bc7394bd8486c825c452de1640d06,bd52a0b52e5e497b8f5efdbe75ca8c0b,58,2020-07-22 19:58:54,Biased,"depressing, ultimate,patriarchy",Somewhat factual but also opinionated
cd0bc7394bd8486c825c452de1640d06,d0ab352e843d40498b46750c28e97139,58,2020-07-22 19:59:22,Non-biased,"routinely,threats",Entirely factual
cd0bc7394bd8486c825c452de1640d06,dd6b216c69144548a31895d48fbad44a,58,2020-07-22 19:59:48,Biased,"chaos,chest-thumping,cowering,Unsurprisingly",Expresses writer’s opinion
cd0bc7394bd8486c825c452de1640d06,ef365b2ee0bb4d9185cc3036f1db10c3,58,2020-07-22 20:00:09,Biased,automatically,Expresses writer’s opinion
aef3ca5391f04e788d6f11a0602c17bb,02e90d4702ce4040abb8b0af7c05bbed,52,2020-07-22 20:10:40,Non-biased,war-torn,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,3b8f6d12e14e4fed91bc58fa6f1b0776,52,2020-07-22 20:11:23,Biased,"yes, there’s something",Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,660ce644bf764c969d927e7d4d06e77c,52,2020-07-22 20:12:41,Non-biased,luxury,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,6a71dab6934948b8a87235cfd82c6181,52,2020-07-22 20:13:12,Biased,revolutionizing,Expresses writer’s opinion
aef3ca5391f04e788d6f11a0602c17bb,74acf3784f3f4d0e85ca18fcd2fb7c6c,52,2020-07-22 20:13:33,Non-biased,dramatic,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,7a9bdc10cf5744f9abec5b723375a736,52,2020-07-22 20:13:55,Non-biased,blighted,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,88f90066763d454f82f62a1c9ac4300f,52,2020-07-22 20:14:14,Non-biased,luring away,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,8d755c49305444dbb6b8c6c364dd89ff,52,2020-07-22 20:14:37,Biased,demeans,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,91fee8b9d8b443f4b350f8ac4d5a568a,52,2020-07-22 20:15:00,Biased,pale in comparison,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,928eceeab099457aae647e6755c8f3b5,52,2020-07-22 20:15:35,Biased,"utterly adrift,relatively smooth sailing,never fully tested",Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,a0f9a398d5304e0881c006ea20d615fe,52,2020-07-22 20:16:05,Non-biased,do not accomplish the goal,Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,0687c493031b4b9382a16c3d9673ad5d,83,2020-07-22 20:16:13,Biased,rocket science,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,af7b73f7fbb04dd787f30f99d095f55c,52,2020-07-22 20:16:35,Non-biased,invariably ,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,164ea23384c84f10b2b658a9be258f55,83,2020-07-22 20:16:55,Biased,"illegal immigrants,unprecedented ",Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,be2ecdc628794e7b88836ae4141da82c,52,2020-07-22 20:16:55,Non-biased,believe,Expresses writer’s opinion
2e2a9969042445c2b8f43c2bb53a4d05,17d6a607a9c147f8897a15bd99b3762e,83,2020-07-22 20:17:18,Non-biased,,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,ca9e132f577840c88418cdc512fb9c20,52,2020-07-22 20:17:26,Non-biased,stage,Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,19d45edd8ba74c45ad9a30f55dee2078,83,2020-07-22 20:17:47,Non-biased,,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,ca9f2d5052094639a63c39c6b358a5a0,52,2020-07-22 20:17:55,Biased,extremist,Expresses writer’s opinion
2e2a9969042445c2b8f43c2bb53a4d05,2013b49c7cb24968b0f453b19be55fd9,83,2020-07-22 20:18:14,Non-biased,contagion ,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,dd44ce7668f04c049e69ea864b85ece0,52,2020-07-22 20:18:22,Biased,destroy,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,342b15f5b62a4850a82d2b98968abd4d,83,2020-07-22 20:18:34,Non-biased,,Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,36171fa29915499c8aaa2373dd269fbc,83,2020-07-22 20:19:03,Biased,"orgy ,virtue-signalling,globalist elite",Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,ebb210e0016e4b99b719bf3f0b9a9811,52,2020-07-22 20:19:24,Non-biased,spoke wistfully,Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,3a9faa3572c5454a9f25cb08e1a607dc,83,2020-07-22 20:19:25,Non-biased,,Entirely factual
aef3ca5391f04e788d6f11a0602c17bb,f2a6184426904fa6b02d31167634323c,52,2020-07-22 20:19:45,Biased,oddly appropriate,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,3c3afd59e024400cbbcb519f916ade53,83,2020-07-22 20:19:45,Biased,eruptions ,Somewhat factual but also opinionated
aef3ca5391f04e788d6f11a0602c17bb,f6bd79ad08aa4c60aa7bcbe37425b604,52,2020-07-22 20:20:07,Biased,dousing the fires,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,4c521eca48fb4711a8393f9250cd5078,83,2020-07-22 20:20:13,Biased,somehow,Expresses writer’s opinion
aef3ca5391f04e788d6f11a0602c17bb,fdb36b675258458aa901cd2ea6437651,52,2020-07-22 20:20:27,Biased,incoherent burden,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,4d22dc2417bc4e098fe0fcd6c65b01f3,83,2020-07-22 20:20:47,Biased,conspiracy theories,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,6157fa140fc04ee28b3708714286a920,83,2020-07-22 20:21:07,Non-biased,,Expresses writer’s opinion
2e2a9969042445c2b8f43c2bb53a4d05,63cb01dd635347bca5fc2de1e3fd25dc,83,2020-07-22 20:21:32,Biased,stoking outrage,Expresses writer’s opinion
2e2a9969042445c2b8f43c2bb53a4d05,6c5ccc06ff0149bcb0dec9acb3d8fabb,83,2020-07-22 20:21:45,Biased,"waste hawk,carveout ",Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,6e9b02eacca24545942ff00c202dba44,83,2020-07-22 20:22:37,Non-biased,"accusations ,cover up",Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,7ed5d5afabad45ee8571a08a3cd25b56,83,2020-07-22 20:23:04,Non-biased,,Entirely factual
2e2a9969042445c2b8f43c2bb53a4d05,7ef176a5b4ad4c67a9d4bd9dc5e056e4,83,2020-07-22 20:23:16,Biased,love ,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,83e666e87f8a4a598c371dc1932df3c6,83,2020-07-22 20:23:59,Biased,welcome and innovative,Somewhat factual but also opinionated
2e2a9969042445c2b8f43c2bb53a4d05,a04b4eeabc26468ab2f3d59fee16f8d7,83,2020-07-22 20:24:13,Biased,sexism ,Expresses writer’s opinion
2e2a9969042445c2b8f43c2bb53a4d05,f9112c65b2db4582a6b01a21b5b6af56,83,2020-07-22 20:24:43,Non-biased,,Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,081028a00e9948c087d8d7664fc6717e,42,2020-07-22 20:26:38,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,2dbeac440d324d959e9b9aee7ecbb221,42,2020-07-22 20:27:04,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,33eba3d408694a188b4b83a9902444b3,42,2020-07-22 20:27:25,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,3522f6ca44364c85a89f37d918a82772,42,2020-07-22 20:27:52,Biased,uneven enforcement ,Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,40dd65c7b2414758b5744dde07a39141,42,2020-07-22 20:28:09,Biased,most celebrated ,Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,541535a3a389430788239e7e323bdc34,42,2020-07-22 20:28:27,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,56d1664b4bdc4e42a21ffabf102c2889,42,2020-07-22 20:28:39,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,61967030c4f140b7987c9ba9a6cd200c,42,2020-07-22 20:29:39,Biased,"failure to act,exposes the myth",Expresses writer’s opinion
96f5493939004e83a33c7d23e6f66446,6b25a2a70efd45cdaf6836d66e6b82ff,42,2020-07-22 20:29:50,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,73520fe94e6e448abf9d981a2d0a4877,42,2020-07-22 20:30:13,Biased,preeminent climate deniers.,Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,7c8a46522f504ca4bfcad5d79b96482c,42,2020-07-22 20:30:32,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,88b69b177d4c4904baea01a517448954,42,2020-07-22 20:30:40,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,8bb00f71381d4d1c95f4d6c2359966b3,42,2020-07-22 20:30:46,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,932430f84def4adabc46ab16325fd22e,42,2020-07-22 20:31:06,Biased,"alarmist reaction,small issue.",Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,b040439bf2c14850a06c894d1d5b8806,42,2020-07-22 20:31:27,Biased,"scoring political points ,anti-choice ",Expresses writer’s opinion
96f5493939004e83a33c7d23e6f66446,b9674f60f9d447e48c60e2d92f22342e,42,2020-07-22 20:31:54,Biased,ode to human stupidity,Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,de2e81dfbb3340d7bcdf21b55ccf0a7e,42,2020-07-22 20:32:04,Non-biased,,Entirely factual
96f5493939004e83a33c7d23e6f66446,f75808fb477e4174bbe5330d9c958902,42,2020-07-22 20:32:32,Biased,"hidden away,volatile activists",Somewhat factual but also opinionated
96f5493939004e83a33c7d23e6f66446,fb41fac55ae340f1b7c42f3b56db5619,42,2020-07-22 20:32:47,Biased,"rambling discourse,environmental platitudes.",Expresses writer’s opinion
96f5493939004e83a33c7d23e6f66446,fc029c64e17b454e984fe59f83c5e5d5,42,2020-07-22 20:33:03,Biased,let alone a well-paying one.,Expresses writer’s opinion
d905d982718047e38f813d970cad398c,1c25f4c9a0f64ca594b4a005fe03cddd,8,2020-07-22 20:48:27,Biased,"worst,sensible measure",Expresses writer’s opinion
6102995dc795492fb6a835530b46cc99,225069eed95b43ba83fa8162a09f6666,72,2020-07-22 20:49:02,Biased,win,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,262032274c8243be86e171a4ecbb44c9,72,2020-07-22 20:49:14,Biased,gruesome,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,2adf74bd2c294144a227ef94ae90342a,72,2020-07-22 20:49:19,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,30329c88fec649b583d2542e20f91653,72,2020-07-22 20:49:34,Biased,false,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,421648c756494d28a9f7b450467a70fa,72,2020-07-22 20:49:52,Biased,attractive ,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,5ba9bbb0429b402bbd9d9cefad06411d,72,2020-07-22 20:50:04,Biased,unfathomably ,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,5d7dc2c5a5ac4983980e0bdaf787a9b4,72,2020-07-22 20:50:38,Biased,threat,Expresses writer’s opinion
6102995dc795492fb6a835530b46cc99,5eedc8e22db340fdb6998ebff0265d38,72,2020-07-22 20:50:47,Biased,fuming ,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,5fa98e9f9c3d409c908e77f41fd31584,72,2020-07-22 20:51:38,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,723fb9dc15cf4aca9ae844756203b69b,72,2020-07-22 20:52:19,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,78eb16c55a7242819b1f6f534275febc,72,2020-07-22 20:52:31,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,8077ad5b92244164bc02d2895689ae4d,72,2020-07-22 20:52:42,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,b2dc2087ceb34fadb9ee4182b2aa19df,72,2020-07-22 20:52:50,Biased,Awful ,Expresses writer’s opinion
6102995dc795492fb6a835530b46cc99,bea89adc954b44b6a34402986dd4f4d9,72,2020-07-22 20:52:57,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,db11ee6817ad4af5ac3d8505ab712033,72,2020-07-22 20:53:06,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,e50f9c78dd664f58882c4c5564478859,72,2020-07-22 20:53:33,Biased,ludicrous ,Somewhat factual but also opinionated
6102995dc795492fb6a835530b46cc99,e5dc7ae094c542ab9d18a4b82776a81c,72,2020-07-22 20:53:46,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,efd23b250f2b481e8f71854b0fa2cf6d,72,2020-07-22 20:54:02,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,f06562e994444df1af7947c1481c501e,72,2020-07-22 20:54:10,Non-biased,,Entirely factual
6102995dc795492fb6a835530b46cc99,f81a8b6af1944727a6681c6cb602324d,72,2020-07-22 20:54:19,Biased,headache ,Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,0b654892cda34daca55a9e173a5607ac,79,2020-07-22 20:55:00,Biased,"indictment of white people,strange rhetorical transformation",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,104bd07b850248ff984b28537e2d6bf9,79,2020-07-22 20:55:41,Biased,"hot new idea,hurting",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,1c7a5ed0267c4953a35a18e661e03f2f,79,2020-07-22 20:56:35,Biased,"desperately ,drag her back,juice up,marauding feminist evil,, embrace with lust",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,2050a40d3edf4357b2eb0850d500551a,79,2020-07-22 20:57:19,Biased,"massacres,rhetoric,,according to the right",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,2dcfe49475344c14b9b10c712055fe95,79,2020-07-22 20:57:49,Biased,"gut,stripped ",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,32b4d6412dfa4b70ad92dd7434360ea2,79,2020-07-22 20:58:32,Non-biased,host,Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,3a87c79e3e8144c68018f4aa6f6fa4f5,79,2020-07-22 20:59:02,Biased,"self-flattering conceit ,cult of personality",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,3c1a5a370e24483fad45e33731dcd3f1,79,2020-07-22 20:59:34,Biased,even accused of one,Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,59a55a7e300a4c6ebb825330a537f4a5,79,2020-07-22 21:00:07,Biased,"lied ,past position,Wuhan",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,5c3d393afc87407caba659a27aa49ee9,79,2020-07-22 21:00:36,Biased,"complained,,large discount i",Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,605b40d9599a495cb8233b58bbce2b29,79,2020-07-22 21:01:08,Non-biased,triggered by nationwide lockdowns,Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,6a5c93e2348740208f5a8e9558096401,79,2020-07-22 21:01:34,Biased,"massive giveaway,compliant Indian and Chinese graduates",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,79df6dc94642403c9aa7c8254a77a9a1,79,2020-07-22 21:01:54,Biased,misleading ,Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,7ce2d4c593394b42bb047a8801803ec0,79,2020-07-22 21:02:20,Biased,"claimed, threatened",Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,85ab31f947dd4d3293e9eeee736b5048,79,2020-07-22 21:02:44,Biased,"admittedly tempting idea,merely ",Expresses writer’s opinion
dce4dc6c93584179b3a027245d5260a5,1655f16557df4dc09c50e500bb0d2bb0,78,2020-07-22 21:02:49,Biased,"cling,sexist,overwhelming,discrimination",Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,a8981a7b43944944adaad6422972c9ad,79,2020-07-22 21:03:22,Biased,"astute observer ,not exactly eager, migrants ,refugees",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,b6095fa06b984e8ab0e638a29502c3e1,79,2020-07-22 21:03:48,Biased,"cumulative stress ,escalating, irreparable breach,significant fraying",Expresses writer’s opinion
b862b7b67ab441e4a873e06fa7d973f6,b8c381611c1e490c9bb2be5098a1567d,79,2020-07-22 21:04:13,Biased,"Republicans’ corporate tax cuts,economic inequality",Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,d1b6da764bce4d5281a965ec93e05b08,79,2020-07-22 21:04:53,Non-biased,"transphobic commentary.,bounty",Somewhat factual but also opinionated
dce4dc6c93584179b3a027245d5260a5,1b89f5cfc71f4144990849c28cb42ea9,78,2020-07-22 21:05:16,Biased,"in the wake,acting shocked,armed,terrify",Somewhat factual but also opinionated
b862b7b67ab441e4a873e06fa7d973f6,eb37ef9ede0345d1b4d65cb157d6df91,79,2020-07-22 21:05:23,Biased,"wasted only a few minutes,missionary zeal",Expresses writer’s opinion
dce4dc6c93584179b3a027245d5260a5,30b155ad97af4e9bb0c6c9c8e9812904,78,2020-07-22 21:06:57,Biased,"oppressive,outdated,male-dominated,supremacy",Somewhat factual but also opinionated
dce4dc6c93584179b3a027245d5260a5,442e824a9ce448f4bc0c5a7129de63b9,78,2020-07-22 21:08:08,Biased,false dichotomy,Somewhat factual but also opinionated
dce4dc6c93584179b3a027245d5260a5,4bb5b6c013df4f8b8ba244bc6f9247e4,78,2020-07-22 21:09:57,Biased,"Billionaire,caveat,good guys",Somewhat factual but also opinionated
dce4dc6c93584179b3a027245d5260a5,56fbe0f1282d484d9381da8856f2a8b8,78,2020-07-22 21:11:44,Non-biased,,Entirely factual
dce4dc6c93584179b3a027245d5260a5,62e9b20948194619b2049e6bb5b59fbb,78,2020-07-22 21:12:25,Biased,"entourage,rampant",Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,0ee578c00c9843a7a91e14c13fe249f3,74,2020-07-22 21:26:16,Non-biased,reluctant ,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,1a7e8af638794817bbc26198855396f3,74,2020-07-22 21:26:39,Non-biased,confronts ,Entirely factual
745bb8b1480c4869b6160471211c84a5,25b056409ded4586bf61b3ba7e67c185,74,2020-07-22 21:26:59,Biased,rejection ,Expresses writer’s opinion
dc1f872b17f84498bc758b0150fc659e,02819c0c2f1e46b188adbcfce954f7a7,31,2020-07-22 21:27:11,Non-biased,"abortion, urged",Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,34a00ac8cbfc4b9d912962791f030569,74,2020-07-22 21:27:14,Biased,thwarted ,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,4314624e37694cc1bcc480d84e468b6d,74,2020-07-22 21:27:23,Biased,threatens ,Expresses writer’s opinion
745bb8b1480c4869b6160471211c84a5,433a0d5060f54b27b6bc3dad6825e837,74,2020-07-22 21:27:30,Biased,critical,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,10ef8927707a4373ad5d7bc53660595a,31,2020-07-22 21:27:32,Biased,"Overwhelming,urge",Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,488abb7c831b49dbaef693c48a6fe3e8,74,2020-07-22 21:27:40,Biased,prestigious ,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,5e377893dcc2452ebb2ddf59ec32db2b,74,2020-07-22 21:27:48,Biased,aggressively ,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,1f78ded56ba94c58a7895ee342eb9b78,31,2020-07-22 21:27:57,Biased," radicals,bent,destabilizing",Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,614245fc8eba402293df7dbf2e3f254b,74,2020-07-22 21:28:01,Non-biased,debuted ,Entirely factual
745bb8b1480c4869b6160471211c84a5,68579b022dfa43bea14b4dcd9cc89625,74,2020-07-22 21:28:11,Biased,repudiation ,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,3e0694eeed654e9d8d87be784f57273b,31,2020-07-22 21:28:17,Biased,"corrupted, crime may pay, often",Expresses writer’s opinion
745bb8b1480c4869b6160471211c84a5,6d3d8a3f7d7c46eaa8b31a24b3e62558,74,2020-07-22 21:28:23,Non-biased,excessive ,Entirely factual
745bb8b1480c4869b6160471211c84a5,89df725f3a574bc1b612e3e5c37bc0c1,74,2020-07-22 21:28:34,Biased, Nazi-like salutes,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,4833485e2a4e4257943e0e6f404a3e60,31,2020-07-22 21:28:46,Non-biased,"demanded,On the heels",Entirely factual
745bb8b1480c4869b6160471211c84a5,8c62e957a0624617adfdb0cebeb5c9e4,74,2020-07-22 21:28:47,Biased,catastrophe ,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,4d3480bc628e466fb16d5a158f6267df,31,2020-07-22 21:29:06,Non-biased,"sound like approval,twist",Entirely factual
745bb8b1480c4869b6160471211c84a5,9916cd86373b456dbe0475e15e8383dd,74,2020-07-22 21:29:07,Biased,"highlighted ,failure ",Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,9d35e0826aa24fe9a7289711a4f1f37a,74,2020-07-22 21:29:13,Biased,dehumanizing ,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,b42e6e587f2c4dc3b6374d3c0f61206a,74,2020-07-22 21:29:26,Biased,radical ,Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,578cf82d28f043aa9926f1b2cec143bc,31,2020-07-22 21:29:28,Biased," force,horrific,inevitable",Expresses writer’s opinion
745bb8b1480c4869b6160471211c84a5,bc9e359556624df9b649b742a625ad03,74,2020-07-22 21:29:38,Biased,hinking person,Expresses writer’s opinion
dc1f872b17f84498bc758b0150fc659e,5ca0e07b1e0c46a494f99f469572518a,31,2020-07-22 21:29:41,Non-biased,pushing,Entirely factual
745bb8b1480c4869b6160471211c84a5,bf485f8e27f040328c4538eefe72eede,74,2020-07-22 21:29:45,Biased,struggling ,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,d7c84c0bb8c04c36adfa7af46ebf4795,74,2020-07-22 21:29:54,Biased,violent,Somewhat factual but also opinionated
745bb8b1480c4869b6160471211c84a5,df4a363c488847e484fdeb81ff4f59c4,74,2020-07-22 21:30:07,Non-biased,insanity,Entirely factual
dc1f872b17f84498bc758b0150fc659e,61a097e9a26441c6818a5e455c7333db,31,2020-07-22 21:30:16,Biased,"pro-life,aborting",Entirely factual
dc1f872b17f84498bc758b0150fc659e,80f806a3673641f38e78c6102e53d890,31,2020-07-22 21:30:47,Biased,"scrutiny,a spectacle",Expresses writer’s opinion
dc1f872b17f84498bc758b0150fc659e,87ae6efae8a442be99d8da03818fa7b3,31,2020-07-22 21:31:05,Non-biased,"heat,warned",Entirely factual
dc1f872b17f84498bc758b0150fc659e,94d406d00283409597a6216dd590630c,31,2020-07-22 21:31:21,Non-biased,mail-in ballots,Entirely factual
dc1f872b17f84498bc758b0150fc659e,bb3564881e7b4823b804bcb2cf7c833c,31,2020-07-22 21:31:41,Biased,"slash,crack down, left-wing,Armageddon",Expresses writer’s opinion
dc1f872b17f84498bc758b0150fc659e,bf3cdace12e74f2288dcc7002ee81b1d,31,2020-07-22 21:32:02,Biased,"foaming,climate activist",Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,bfda285106e845d3a14bc0ae301e1d9f,31,2020-07-22 21:33:03,Biased,"confirmed ,relaxed enforcement,polluting ",Somewhat factual but also opinionated
dc1f872b17f84498bc758b0150fc659e,c140e0b7bed24a8ebb275c36e7b3a933,31,2020-07-22 21:33:21,Non-biased,"refuse ,refugees,open the door,surprise ",Entirely factual
dc1f872b17f84498bc758b0150fc659e,d1905edec790435bb02106c9221b25ab,31,2020-07-22 21:33:38,Non-biased,"slash ,crack down",Entirely factual
dc1f872b17f84498bc758b0150fc659e,e88bd11ff19342ed8136fa616b30573c,31,2020-07-22 21:33:56,Biased,"deadly societal scourge,dangerous ,rabid followers,executed ",Expresses writer’s opinion
10b8cb7efdb749feacff1ad81c51801f,0eb6ccdcc1ac491baf26d9dc4a0a0cac,14,2020-07-22 21:34:02,Biased,"exploited,fake companies",Somewhat factual but also opinionated
